korean,latin,transcription
쳊,cej,cʰe
쳋,cech,cʰecʰ
쳌,cek,cʰe
쳍,cet,cʰe
쳎,cep,cʰe
쳏,ceh,cʰe
쳐,cyeo,cʰje
쳑,cyeog,cʰjeo
쳒,cyeogg,cʰjeok͈
쳓,cyeogs,cʰjeoks
쳔,cyeon,cʰjeo
쳕,cyeonj,cʰjeonɟ
쳖,cyeonh,cʰjeonh
쳗,cyeod,cʰjeo
쳘,cyeol,cʰjeo
쳙,cyeolg,cʰjeolg
쳚,cyeolm,cʰjeolm
쳛,cyeolb,cʰjeolb
쳜,cyeols,cʰjeols
쳝,cyeolt,cʰjeoltʰ
쳞,cyeolp,cʰjeolpʰ
쳟,cyeolh,cʰjeolh
쳠,cyeom,cʰjeo
쳡,cyeob,cʰjeo
쳢,cyeobs,cʰjeops
쳣,cyeos,cʰjeo
쳤,cyeoss,cʰjeos͈
쳥,cyeong,cʰjeoŋ
쳦,cyeoj,cʰjeo
쳧,cyeoch,cʰjeocʰ
쳨,cyeok,cʰjeo
쳩,cyeot,cʰjeo
쳪,cyeop,cʰjeo
쳫,cyeoh,cʰjeo
쳬,cye,cʰje
쳭,cyeg,cʰje
쳮,cyegg,cʰjek͈
쳯,cyegs,cʰjeks
쳰,cyen,cʰje
쳱,cyenj,cʰjenɟ
쳲,cyenh,cʰjenh
쳳,cyed,cʰje
쳴,cyel,cʰje
쳵,cyelg,cʰjelg
쳶,cyelm,cʰjelm
쳷,cyelb,cʰjelb
쳸,cyels,cʰjels
쳹,cyelt,cʰjeltʰ
쳺,cyelp,cʰjelpʰ
쳻,cyelh,cʰjelh
쳼,cyem,cʰje
쳽,cyeb,cʰje
쳾,cyebs,cʰjeps
쳿,cyes,cʰje
촀,cyess,cʰjes͈
촁,cyeng,cʰjeŋ
촂,cyej,cʰje
촃,cyech,cʰjecʰ
촄,cyek,cʰje
촅,cyet,cʰje
촆,cyep,cʰje
촇,cyeh,cʰje
초,co,cʰ
촉,cog,cʰo
촊,cogg,cʰok͈
촋,cogs,cʰoks
촌,con,cʰo
촍,conj,cʰonɟ
촎,conh,cʰonh
촏,cod,cʰo
촐,col,cʰo
촑,colg,cʰolg
촒,colm,cʰolm
촓,colb,cʰolb
촔,cols,cʰols
촕,colt,cʰoltʰ
촖,colp,cʰolpʰ
촗,colh,cʰolh
촘,com,cʰo
촙,cob,cʰo
촚,cobs,cʰops
촛,cos,cʰo
촜,coss,cʰos͈
총,cong,cʰoŋ
촞,coj,cʰo
촟,coch,cʰocʰ
촠,cok,cʰo
촡,cot,cʰo
촢,cop,cʰo
촣,coh,cʰo
촤,cwa,cʰwa
촥,cwag,cʰwa
촦,cwagg,cʰwak͈
촧,cwags,cʰwaks
촨,cwan,cʰwa
촩,cwanj,cʰwanɟ
촪,cwanh,cʰwanh
촫,cwad,cʰwa
촬,cwal,cʰwa
촭,cwalg,cʰwalg
촮,cwalm,cʰwalm
촯,cwalb,cʰwalb
촰,cwals,cʰwals
촱,cwalt,cʰwaltʰ
촲,cwalp,cʰwalpʰ
촳,cwalh,cʰwalh
촴,cwam,cʰwa
촵,cwab,cʰwa
촶,cwabs,cʰwaps
촷,cwas,cʰwa
촸,cwass,cʰwas͈
촹,cwang,cʰwaŋ
촺,cwaj,cʰwa
촻,cwach,cʰwacʰ
촼,cwak,cʰwa
촽,cwat,cʰwa
촾,cwap,cʰwa
촿,cwah,cʰwa
쵀,cwae,cʰwa
쵁,cwaeg,cʰwae
쵂,cwaegg,cʰwaek͈
쵃,cwaegs,cʰwaeks
쵄,cwaen,cʰwae
쵅,cwaenj,cʰwaenɟ
쵆,cwaenh,cʰwaenh
쵇,cwaed,cʰwae
쵈,cwael,cʰwae
쵉,cwaelg,cʰwaelg
쵊,cwaelm,cʰwaelm
쵋,cwaelb,cʰwaelb
쵌,cwaels,cʰwaels
쵍,cwaelt,cʰwaeltʰ
쵎,cwaelp,cʰwaelpʰ
쵏,cwaelh,cʰwaelh
쵐,cwaem,cʰwae
쵑,cwaeb,cʰwae
쵒,cwaebs,cʰwaeps
쵓,cwaes,cʰwae
쵔,cwaess,cʰwaes͈
쵕,cwaeng,cʰwaeŋ
쵖,cwaej,cʰwae
쵗,cwaech,cʰwaecʰ
쵘,cwaek,cʰwae
쵙,cwaet,cʰwae
쵚,cwaep,cʰwae
쵛,cwaeh,cʰwae
최,coe,cʰwe
쵝,coeg,cʰwe
쵞,coegg,cʰwek͈
쵟,coegs,cʰweks
쵠,coen,cʰwe
쵡,coenj,cʰwenɟ
쵢,coenh,cʰwenh
쵣,coed,cʰwe
쵤,coel,cʰwe
쵥,coelg,cʰwelg
쵦,coelm,cʰwelm
쵧,coelb,cʰwelb
쵨,coels,cʰwels
쵩,coelt,cʰweltʰ
쵪,coelp,cʰwelpʰ
쵫,coelh,cʰwelh
쵬,coem,cʰwe
쵭,coeb,cʰwe
쵮,coebs,cʰweps
쵯,coes,cʰwe
쵰,coess,cʰwes͈
쵱,coeng,cʰweŋ
쵲,coej,cʰwe
쵳,coech,cʰwecʰ
쵴,coek,cʰwe
쵵,coet,cʰwe
쵶,coep,cʰwe
쵷,coeh,cʰwe
쵸,cyo,cʰyo
쵹,cyog,cʰyo
쵺,cyogg,cʰyok͈
쵻,cyogs,cʰyoks
쵼,cyon,cʰyo
쵽,cyonj,cʰyonɟ
쵾,cyonh,cʰyonh
쵿,cyod,cʰyo
춀,cyol,cʰyo
춁,cyolg,cʰyolg
춂,cyolm,cʰyolm
춃,cyolb,cʰyolb
춄,cyols,cʰyols
춅,cyolt,cʰyoltʰ
춆,cyolp,cʰyolpʰ
춇,cyolh,cʰyolh
춈,cyom,cʰyo
춉,cyob,cʰyo
춊,cyobs,cʰyops
춋,cyos,cʰyo
춌,cyoss,cʰyos͈
춍,cyong,cʰyoŋ
춎,cyoj,cʰyo
춏,cyoch,cʰyocʰ
춐,cyok,cʰyo
춑,cyot,cʰyo
춒,cyop,cʰyo
춓,cyoh,cʰyo
추,cu,cʰ
축,cug,cʰu
춖,cugg,cʰuk͈
춗,cugs,cʰuks
춘,cun,cʰu
춙,cunj,cʰunɟ
춚,cunh,cʰunh
춛,cud,cʰu
출,cul,cʰu
춝,culg,cʰulg
춞,culm,cʰulm
춟,culb,cʰulb
춠,culs,cʰuls
춡,cult,cʰultʰ
춢,culp,cʰulpʰ
춣,culh,cʰulh
춤,cum,cʰu
춥,cub,cʰu
춦,cubs,cʰups
춧,cus,cʰu
춨,cuss,cʰus͈
충,cung,cʰuŋ
춪,cuj,cʰu
춫,cuch,cʰucʰ
춬,cuk,cʰu
춭,cut,cʰu
춮,cup,cʰu
춯,cuh,cʰu
춰,cweo,cʰwe
춱,cweog,cʰweo
춲,cweogg,cʰweok͈
춳,cweogs,cʰweoks
춴,cweon,cʰweo
춵,cweonj,cʰweonɟ
춶,cweonh,cʰweonh
춷,cweod,cʰweo
춸,cweol,cʰweo
춹,cweolg,cʰweolg
춺,cweolm,cʰweolm
춻,cweolb,cʰweolb
춼,cweols,cʰweols
춽,cweolt,cʰweoltʰ
춾,cweolp,cʰweolpʰ
춿,cweolh,cʰweolh
췀,cweom,cʰweo
췁,cweob,cʰweo
췂,cweobs,cʰweops
췃,cweos,cʰweo
췄,cweoss,cʰweos͈
췅,cweong,cʰweoŋ
췆,cweoj,cʰweo
췇,cweoch,cʰweocʰ
췈,cweok,cʰweo
췉,cweot,cʰweo
췊,cweop,cʰweo
췋,cweoh,cʰweo
췌,cwe,cʰwe
췍,cweg,cʰwe
췎,cwegg,cʰwek͈
췏,cwegs,cʰweks
췐,cwen,cʰwe
췑,cwenj,cʰwenɟ
췒,cwenh,cʰwenh
췓,cwed,cʰwe
췔,cwel,cʰwe
췕,cwelg,cʰwelg
췖,cwelm,cʰwelm
췗,cwelb,cʰwelb
췘,cwels,cʰwels
췙,cwelt,cʰweltʰ
췚,cwelp,cʰwelpʰ
췛,cwelh,cʰwelh
췜,cwem,cʰwe
췝,cweb,cʰwe
췞,cwebs,cʰweps
췟,cwes,cʰwe
췠,cwess,cʰwes͈
췡,cweng,cʰweŋ
췢,cwej,cʰwe
췣,cwech,cʰwecʰ
췤,cwek,cʰwe
췥,cwet,cʰwe
췦,cwep,cʰwe
췧,cweh,cʰwe
취,cwi,cʰwi
췩,cwig,cʰwi
췪,cwigg,cʰwik͈
췫,cwigs,cʰwiks
췬,cwin,cʰwi
췭,cwinj,cʰwinɟ
췮,cwinh,cʰwinh
췯,cwid,cʰwi
췰,cwil,cʰwi
췱,cwilg,cʰwilg
췲,cwilm,cʰwilm
췳,cwilb,cʰwilb
췴,cwils,cʰwils
췵,cwilt,cʰwiltʰ
췶,cwilp,cʰwilpʰ
췷,cwilh,cʰwilh
췸,cwim,cʰwi
췹,cwib,cʰwi
췺,cwibs,cʰwips
췻,cwis,cʰwi
췼,cwiss,cʰwis͈
췽,cwing,cʰwiŋ
췾,cwij,cʰwi
췿,cwich,cʰwicʰ
츀,cwik,cʰwi
츁,cwit,cʰwi
츂,cwip,cʰwi
츃,cwih,cʰwi
츄,cyu,cʰju
츅,cyug,cʰju
츆,cyugg,cʰjuk͈
츇,cyugs,cʰjuks
츈,cyun,cʰju
츉,cyunj,cʰjunɟ
츊,cyunh,cʰjunh
츋,cyud,cʰju
츌,cyul,cʰju
츍,cyulg,cʰjulg
츎,cyulm,cʰjulm
츏,cyulb,cʰjulb
츐,cyuls,cʰjuls
츑,cyult,cʰjultʰ
츒,cyulp,cʰjulpʰ
츓,cyulh,cʰjulh
츔,cyum,cʰju
츕,cyub,cʰju
츖,cyubs,cʰjups
츗,cyus,cʰju
츘,cyuss,cʰjus͈
츙,cyung,cʰjuŋ
츚,cyuj,cʰju
츛,cyuch,cʰjucʰ
츜,cyuk,cʰju
츝,cyut,cʰju
츞,cyup,cʰju
츟,cyuh,cʰju
츠,ceu,cʰɨ
측,ceug,cʰɨk
츢,ceugg,cʰɨk͈
츣,ceugs,cʰɨks
츤,ceun,cʰɨn
츥,ceunj,cʰɨnɟ
츦,ceunh,cʰɨnh
츧,ceud,cʰɨt
츨,ceul,cʰɨɾ
츩,ceulg,cʰɨlg
츪,ceulm,cʰɨlm
츫,ceulb,cʰɨlb
츬,ceuls,cʰɨls
츭,ceult,cʰɨltʰ
츮,ceulp,cʰɨlpʰ
츯,ceulh,cʰɨlh
츰,ceum,cʰɨm
츱,ceub,cʰɨp
츲,ceubs,cʰɨps
츳,ceus,cʰɨs
츴,ceuss,cʰɨs͈
층,ceung,cʰɨŋ
츶,ceuj,cʰɨc
츷,ceuch,cʰɨcʰ
츸,ceuk,cʰɨkʰ
츹,ceut,cʰɨtʰ
츺,ceup,cʰɨpʰ
츻,ceuh,cʰɨh
츼,cyi,cʰы
츽,cyig,cʰыk
츾,cyigg,cʰыk͈
츿,cyigs,cʰыks
칀,cyin,cʰыn
칁,cyinj,cʰыnɟ
칂,cyinh,cʰыnh
칃,cyid,cʰыt
칄,cyil,cʰыɾ
칅,cyilg,cʰыlg
칆,cyilm,cʰыlm
칇,cyilb,cʰыlb
칈,cyils,cʰыls
칉,cyilt,cʰыltʰ
칊,cyilp,cʰыlpʰ
칋,cyilh,cʰыlh
칌,cyim,cʰыm
칍,cyib,cʰыp
칎,cyibs,cʰыps
칏,cyis,cʰыs
칐,cyiss,cʰыs͈
칑,cying,cʰыŋ
칒,cyij,cʰыc
칓,cyich,cʰыcʰ
칔,cyik,cʰыkʰ
칕,cyit,cʰыtʰ
칖,cyip,cʰыpʰ
칗,cyih,cʰыh
치,ci,cʰ
칙,cig,cʰi
칚,cigg,cʰik͈
칛,cigs,cʰiks
친,cin,cʰi
칝,cinj,cʰinɟ
칞,cinh,cʰinh
칟,cid,cʰi
칠,cil,cʰi
칡,cilg,cʰilg
칢,cilm,cʰilm
칣,cilb,cʰilb
칤,cils,cʰils
칥,cilt,cʰiltʰ
칦,cilp,cʰilpʰ
칧,cilh,cʰilh
침,cim,cʰi
칩,cib,cʰi
칪,cibs,cʰips
칫,cis,cʰi
칬,ciss,cʰis͈
칭,cing,cʰiŋ
칮,cij,cʰi
칯,cich,cʰicʰ
칰,cik,cʰi
칱,cit,cʰi
칲,cip,cʰi
칳,cih,cʰi
카,ka,kʰ
칵,kag,kʰa
칶,kagg,kʰak͈
칷,kags,kʰaks
칸,kan,kʰa
칹,kanj,kʰanɟ
칺,kanh,kʰanh
칻,kad,kʰa
칼,kal,kʰa
칽,kalg,kʰalg
칾,kalm,kʰalm
칿,kalb,kʰalb
캀,kals,kʰals
캁,kalt,kʰaltʰ
캂,kalp,kʰalpʰ
캃,kalh,kʰalh
캄,kam,kʰa
캅,kab,kʰa
캆,kabs,kʰaps
캇,kas,kʰa
캈,kass,kʰas͈
캉,kang,kʰaŋ
캊,kaj,kʰa
캋,kach,kʰacʰ
캌,kak,kʰa
캍,kat,kʰa
캎,kap,kʰa
캏,kah,kʰa
캐,kae,kʰɛ
캑,kaeg,kʰɛk
캒,kaegg,kʰɛk͈
캓,kaegs,kʰɛks
캔,kaen,kʰɛn
캕,kaenj,kʰɛnɟ
캖,kaenh,kʰɛnh
캗,kaed,kʰɛt
캘,kael,kʰɛɾ
캙,kaelg,kʰɛlg
캚,kaelm,kʰɛlm
캛,kaelb,kʰɛlb
캜,kaels,kʰɛls
캝,kaelt,kʰɛltʰ
캞,kaelp,kʰɛlpʰ
캟,kaelh,kʰɛlh
캠,kaem,kʰɛm
캡,kaeb,kʰɛp
캢,kaebs,kʰɛps
캣,kaes,kʰɛs
캤,kaess,kʰɛs͈
캥,kaeng,kʰɛŋ
캦,kaej,kʰɛc
캧,kaech,kʰɛcʰ
캨,kaek,kʰɛkʰ
캩,kaet,kʰɛtʰ
캪,kaep,kʰɛpʰ
캫,kaeh,kʰɛh
캬,kya,kʰja
캭,kyag,kʰja
캮,kyagg,kʰjak͈
캯,kyags,kʰjaks
캰,kyan,kʰja
캱,kyanj,kʰjanɟ
캲,kyanh,kʰjanh
캳,kyad,kʰja
캴,kyal,kʰja
캵,kyalg,kʰjalg
캶,kyalm,kʰjalm
캷,kyalb,kʰjalb
캸,kyals,kʰjals
캹,kyalt,kʰjaltʰ
캺,kyalp,kʰjalpʰ
캻,kyalh,kʰjalh
캼,kyam,kʰja
캽,kyab,kʰja
캾,kyabs,kʰjaps
캿,kyas,kʰja
컀,kyass,kʰjas͈
컁,kyang,kʰjaŋ
컂,kyaj,kʰja
컃,kyach,kʰjacʰ
컄,kyak,kʰja
컅,kyat,kʰja
컆,kyap,kʰja
컇,kyah,kʰja
컈,kyae,kʰja
컉,kyaeg,kʰjae
컊,kyaegg,kʰjaek͈
컋,kyaegs,kʰjaeks
컌,kyaen,kʰjae
컍,kyaenj,kʰjaenɟ
컎,kyaenh,kʰjaenh
컏,kyaed,kʰjae
컐,kyael,kʰjae
컑,kyaelg,kʰjaelg
컒,kyaelm,kʰjaelm
컓,kyaelb,kʰjaelb
컔,kyaels,kʰjaels
컕,kyaelt,kʰjaeltʰ
컖,kyaelp,kʰjaelpʰ
컗,kyaelh,kʰjaelh
컘,kyaem,kʰjae
컙,kyaeb,kʰjae
컚,kyaebs,kʰjaeps
컛,kyaes,kʰjae
컜,kyaess,kʰjaes͈
컝,kyaeng,kʰjaeŋ
컞,kyaej,kʰjae
컟,kyaech,kʰjaecʰ
컠,kyaek,kʰjae
컡,kyaet,kʰjae
컢,kyaep,kʰjae
컣,kyaeh,kʰjae
커,keo,kʰe
컥,keog,kʰeo
컦,keogg,kʰeok͈
컧,keogs,kʰeoks
컨,keon,kʰeo
컩,keonj,kʰeonɟ
컪,keonh,kʰeonh
컫,keod,kʰeo
컬,keol,kʰeo
컭,keolg,kʰeolg
컮,keolm,kʰeolm
컯,keolb,kʰeolb
컰,keols,kʰeols
컱,keolt,kʰeoltʰ
컲,keolp,kʰeolpʰ
컳,keolh,kʰeolh
컴,keom,kʰeo
컵,keob,kʰeo
컶,keobs,kʰeops
컷,keos,kʰeo
컸,keoss,kʰeos͈
컹,keong,kʰeoŋ
컺,keoj,kʰeo
컻,keoch,kʰeocʰ
컼,keok,kʰeo
컽,keot,kʰeo
컾,keop,kʰeo
컿,keoh,kʰeo
케,ke,kʰ
켁,keg,kʰe
켂,kegg,kʰek͈
켃,kegs,kʰeks
켄,ken,kʰe
켅,kenj,kʰenɟ
켆,kenh,kʰenh
켇,ked,kʰe
켈,kel,kʰe
켉,kelg,kʰelg
켊,kelm,kʰelm
켋,kelb,kʰelb
켌,kels,kʰels
켍,kelt,kʰeltʰ
켎,kelp,kʰelpʰ
켏,kelh,kʰelh
켐,kem,kʰe
켑,keb,kʰe
켒,kebs,kʰeps
켓,kes,kʰe
켔,kess,kʰes͈
켕,keng,kʰeŋ
켖,kej,kʰe
켗,kech,kʰecʰ
켘,kek,kʰe
켙,ket,kʰe
켚,kep,kʰe
켛,keh,kʰe
켜,kyeo,kʰje
켝,kyeog,kʰjeo
켞,kyeogg,kʰjeok͈
켟,kyeogs,kʰjeoks
켠,kyeon,kʰjeo
켡,kyeonj,kʰjeonɟ
켢,kyeonh,kʰjeonh
켣,kyeod,kʰjeo
켤,kyeol,kʰjeo
켥,kyeolg,kʰjeolg
켦,kyeolm,kʰjeolm
켧,kyeolb,kʰjeolb
켨,kyeols,kʰjeols
켩,kyeolt,kʰjeoltʰ
켪,kyeolp,kʰjeolpʰ
켫,kyeolh,kʰjeolh
켬,kyeom,kʰjeo
켭,kyeob,kʰjeo
켮,kyeobs,kʰjeops
켯,kyeos,kʰjeo
켰,kyeoss,kʰjeos͈
켱,kyeong,kʰjeoŋ
켲,kyeoj,kʰjeo
켳,kyeoch,kʰjeocʰ
켴,kyeok,kʰjeo
켵,kyeot,kʰjeo
켶,kyeop,kʰjeo
켷,kyeoh,kʰjeo
켸,kye,kʰje
켹,kyeg,kʰje
켺,kyegg,kʰjek͈
켻,kyegs,kʰjeks
켼,kyen,kʰje
켽,kyenj,kʰjenɟ
켾,kyenh,kʰjenh
켿,kyed,kʰje
콀,kyel,kʰje
콁,kyelg,kʰjelg
콂,kyelm,kʰjelm
콃,kyelb,kʰjelb
콄,kyels,kʰjels
콅,kyelt,kʰjeltʰ
콆,kyelp,kʰjelpʰ
콇,kyelh,kʰjelh
콈,kyem,kʰje
콉,kyeb,kʰje
콊,kyebs,kʰjeps
콋,kyes,kʰje
콌,kyess,kʰjes͈
콍,kyeng,kʰjeŋ
콎,kyej,kʰje
콏,kyech,kʰjecʰ
콐,kyek,kʰje
콑,kyet,kʰje
콒,kyep,kʰje
콓,kyeh,kʰje
코,ko,kʰ
콕,kog,kʰo
콖,kogg,kʰok͈
콗,kogs,kʰoks
콘,kon,kʰo
콙,konj,kʰonɟ
콚,konh,kʰonh
콛,kod,kʰo
콜,kol,kʰo
콝,kolg,kʰolg
콞,kolm,kʰolm
콟,kolb,kʰolb
콠,kols,kʰols
콡,kolt,kʰoltʰ
콢,kolp,kʰolpʰ
콣,kolh,kʰolh
콤,kom,kʰo
콥,kob,kʰo
콦,kobs,kʰops
콧,kos,kʰo
콨,koss,kʰos͈
콩,kong,kʰoŋ
콪,koj,kʰo
콫,koch,kʰocʰ
콬,kok,kʰo
콭,kot,kʰo
콮,kop,kʰo
콯,koh,kʰo
콰,kwa,kʰwa
콱,kwag,kʰwa
콲,kwagg,kʰwak͈
콳,kwags,kʰwaks
콴,kwan,kʰwa
콵,kwanj,kʰwanɟ
콶,kwanh,kʰwanh
콷,kwad,kʰwa
콸,kwal,kʰwa
콹,kwalg,kʰwalg
콺,kwalm,kʰwalm
콻,kwalb,kʰwalb
콼,kwals,kʰwals
콽,kwalt,kʰwaltʰ
콾,kwalp,kʰwalpʰ
콿,kwalh,kʰwalh
쾀,kwam,kʰwa
쾁,kwab,kʰwa
쾂,kwabs,kʰwaps
쾃,kwas,kʰwa
쾄,kwass,kʰwas͈
쾅,kwang,kʰwaŋ
쾆,kwaj,kʰwa
쾇,kwach,kʰwacʰ
쾈,kwak,kʰwa
쾉,kwat,kʰwa
쾊,kwap,kʰwa
쾋,kwah,kʰwa
쾌,kwae,kʰwa
쾍,kwaeg,kʰwae
쾎,kwaegg,kʰwaek͈
쾏,kwaegs,kʰwaeks
쾐,kwaen,kʰwae
쾑,kwaenj,kʰwaenɟ
쾒,kwaenh,kʰwaenh
쾓,kwaed,kʰwae
쾔,kwael,kʰwae
쾕,kwaelg,kʰwaelg
쾖,kwaelm,kʰwaelm
쾗,kwaelb,kʰwaelb
쾘,kwaels,kʰwaels
쾙,kwaelt,kʰwaeltʰ
쾚,kwaelp,kʰwaelpʰ
쾛,kwaelh,kʰwaelh
쾜,kwaem,kʰwae
쾝,kwaeb,kʰwae
쾞,kwaebs,kʰwaeps
쾟,kwaes,kʰwae
쾠,kwaess,kʰwaes͈
쾡,kwaeng,kʰwaeŋ
쾢,kwaej,kʰwae
쾣,kwaech,kʰwaecʰ
쾤,kwaek,kʰwae
쾥,kwaet,kʰwae
쾦,kwaep,kʰwae
쾧,kwaeh,kʰwae
쾨,koe,kʰwe
쾩,koeg,kʰwe
쾪,koegg,kʰwek͈
쾫,koegs,kʰweks
쾬,koen,kʰwe
쾭,koenj,kʰwenɟ
쾮,koenh,kʰwenh
쾯,koed,kʰwe
쾰,koel,kʰwe
쾱,koelg,kʰwelg
쾲,koelm,kʰwelm
쾳,koelb,kʰwelb
쾴,koels,kʰwels
쾵,koelt,kʰweltʰ
쾶,koelp,kʰwelpʰ
쾷,koelh,kʰwelh
쾸,koem,kʰwe
쾹,koeb,kʰwe
쾺,koebs,kʰweps
쾻,koes,kʰwe
쾼,koess,kʰwes͈
쾽,koeng,kʰweŋ
쾾,koej,kʰwe
쾿,koech,kʰwecʰ
쿀,koek,kʰwe
쿁,koet,kʰwe
쿂,koep,kʰwe
쿃,koeh,kʰwe
쿄,kyo,kʰyo
쿅,kyog,kʰyo
쿆,kyogg,kʰyok͈
쿇,kyogs,kʰyoks
쿈,kyon,kʰyo
쿉,kyonj,kʰyonɟ
쿊,kyonh,kʰyonh
쿋,kyod,kʰyo
쿌,kyol,kʰyo
쿍,kyolg,kʰyolg
쿎,kyolm,kʰyolm
쿏,kyolb,kʰyolb
쿐,kyols,kʰyols
쿑,kyolt,kʰyoltʰ
쿒,kyolp,kʰyolpʰ
쿓,kyolh,kʰyolh
쿔,kyom,kʰyo
쿕,kyob,kʰyo
쿖,kyobs,kʰyops
쿗,kyos,kʰyo
쿘,kyoss,kʰyos͈
쿙,kyong,kʰyoŋ
쿚,kyoj,kʰyo
쿛,kyoch,kʰyocʰ
쿜,kyok,kʰyo
쿝,kyot,kʰyo
쿞,kyop,kʰyo
쿟,kyoh,kʰyo
쿠,ku,kʰ
쿡,kug,kʰu
쿢,kugg,kʰuk͈
쿣,kugs,kʰuks
쿤,kun,kʰu
쿥,kunj,kʰunɟ
쿦,kunh,kʰunh
쿧,kud,kʰu
쿨,kul,kʰu
쿩,kulg,kʰulg
쿪,kulm,kʰulm
쿫,kulb,kʰulb
쿬,kuls,kʰuls
쿭,kult,kʰultʰ
쿮,kulp,kʰulpʰ
쿯,kulh,kʰulh
쿰,kum,kʰu
쿱,kub,kʰu
쿲,kubs,kʰups
쿳,kus,kʰu
쿴,kuss,kʰus͈
쿵,kung,kʰuŋ
쿶,kuj,kʰu
쿷,kuch,kʰucʰ
쿸,kuk,kʰu
쿹,kut,kʰu
쿺,kup,kʰu
쿻,kuh,kʰu
쿼,kweo,kʰwe
쿽,kweog,kʰweo
쿾,kweogg,kʰweok͈
쿿,kweogs,kʰweoks
퀀,kweon,kʰweo
퀁,kweonj,kʰweonɟ
퀂,kweonh,kʰweonh
퀃,kweod,kʰweo
퀄,kweol,kʰweo
퀅,kweolg,kʰweolg
퀆,kweolm,kʰweolm
퀇,kweolb,kʰweolb
퀈,kweols,kʰweols
퀉,kweolt,kʰweoltʰ
퀊,kweolp,kʰweolpʰ
퀋,kweolh,kʰweolh
퀌,kweom,kʰweo
퀍,kweob,kʰweo
퀎,kweobs,kʰweops
퀏,kweos,kʰweo
퀐,kweoss,kʰweos͈
퀑,kweong,kʰweoŋ
퀒,kweoj,kʰweo
퀓,kweoch,kʰweocʰ
퀔,kweok,kʰweo
퀕,kweot,kʰweo
퀖,kweop,kʰweo
퀗,kweoh,kʰweo
퀘,kwe,kʰwe
퀙,kweg,kʰwe
퀚,kwegg,kʰwek͈
퀛,kwegs,kʰweks
퀜,kwen,kʰwe
퀝,kwenj,kʰwenɟ
퀞,kwenh,kʰwenh
퀟,kwed,kʰwe
퀠,kwel,kʰwe
퀡,kwelg,kʰwelg
퀢,kwelm,kʰwelm
퀣,kwelb,kʰwelb
퀤,kwels,kʰwels
퀥,kwelt,kʰweltʰ
퀦,kwelp,kʰwelpʰ
퀧,kwelh,kʰwelh
퀨,kwem,kʰwe
퀩,kweb,kʰwe
퀪,kwebs,kʰweps
퀫,kwes,kʰwe
퀬,kwess,kʰwes͈
퀭,kweng,kʰweŋ
퀮,kwej,kʰwe
퀯,kwech,kʰwecʰ
퀰,kwek,kʰwe
퀱,kwet,kʰwe
퀲,kwep,kʰwe
퀳,kweh,kʰwe
퀴,kwi,kʰwi
퀵,kwig,kʰwi
퀶,kwigg,kʰwik͈
퀷,kwigs,kʰwiks
퀸,kwin,kʰwi
퀹,kwinj,kʰwinɟ
퀺,kwinh,kʰwinh
퀻,kwid,kʰwi
퀼,kwil,kʰwi
퀽,kwilg,kʰwilg
퀾,kwilm,kʰwilm
퀿,kwilb,kʰwilb
큀,kwils,kʰwils
큁,kwilt,kʰwiltʰ
큂,kwilp,kʰwilpʰ
큃,kwilh,kʰwilh
큄,kwim,kʰwi
큅,kwib,kʰwi
큆,kwibs,kʰwips
큇,kwis,kʰwi
큈,kwiss,kʰwis͈
큉,kwing,kʰwiŋ
큊,kwij,kʰwi
큋,kwich,kʰwicʰ
큌,kwik,kʰwi
큍,kwit,kʰwi
큎,kwip,kʰwi
큏,kwih,kʰwi
큐,kyu,kʰju
큑,kyug,kʰju
큒,kyugg,kʰjuk͈
큓,kyugs,kʰjuks
큔,kyun,kʰju
큕,kyunj,kʰjunɟ
큖,kyunh,kʰjunh
큗,kyud,kʰju
큘,kyul,kʰju
큙,kyulg,kʰjulg
큚,kyulm,kʰjulm
큛,kyulb,kʰjulb
큜,kyuls,kʰjuls
큝,kyult,kʰjultʰ
큞,kyulp,kʰjulpʰ
큟,kyulh,kʰjulh
큠,kyum,kʰju
큡,kyub,kʰju
큢,kyubs,kʰjups
큣,kyus,kʰju
큤,kyuss,kʰjus͈
큥,kyung,kʰjuŋ
큦,kyuj,kʰju
큧,kyuch,kʰjucʰ
큨,kyuk,kʰju
큩,kyut,kʰju
큪,kyup,kʰju
큫,kyuh,kʰju
크,keu,kʰɨ
큭,keug,kʰɨk
큮,keugg,kʰɨk͈
큯,keugs,kʰɨks
큰,keun,kʰɨn
큱,keunj,kʰɨnɟ
큲,keunh,kʰɨnh
큳,keud,kʰɨt
클,keul,kʰɨɾ
큵,keulg,kʰɨlg
큶,keulm,kʰɨlm
큷,keulb,kʰɨlb
큸,keuls,kʰɨls
큹,keult,kʰɨltʰ
큺,keulp,kʰɨlpʰ
큻,keulh,kʰɨlh
큼,keum,kʰɨm
큽,keub,kʰɨp
큾,keubs,kʰɨps
큿,keus,kʰɨs
킀,keuss,kʰɨs͈
킁,keung,kʰɨŋ
킂,keuj,kʰɨc
킃,keuch,kʰɨcʰ
킄,keuk,kʰɨkʰ
킅,keut,kʰɨtʰ
킆,keup,kʰɨpʰ
킇,keuh,kʰɨh
킈,kyi,kʰы
킉,kyig,kʰыk
킊,kyigg,kʰыk͈
킋,kyigs,kʰыks
킌,kyin,kʰыn
킍,kyinj,kʰыnɟ
킎,kyinh,kʰыnh
킏,kyid,kʰыt
